"TambonID","TambonThai","TambonEng","TambonThaiShort","TambonEngShort","DistrictID","DistrictThai","DistrictEng","DistrictThaiShort","DistrictEngShort","ProvinceID","ProvinceThai","ProvinceEng","Region","RegionOfFour","RegionTravel","Metropolis","PostalCodeRemark","PostCodeMajor","PostCodeMinor"
380409,"โสกก่าม","Sok Kam","โสกก่าม","Sok Kam","3804","อำเภอเซกา","Amphoe Seka","เซกา","Seka",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38150","38150"
380501,"ปากคาด","Pak Khat","ปากคาด","Pak Khat","3805","อำเภอปากคาด","Amphoe Pak Khat","ปากคาด","Pak Khat",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38190","38190"
380502,"หนองยอง","Nong Yong","หนองยอง","Nong Yong","3805","อำเภอปากคาด","Amphoe Pak Khat","ปากคาด","Pak Khat",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38190","38190"
380503,"นากั้ง","Na Kang","นากั้ง","Na Kang","3805","อำเภอปากคาด","Amphoe Pak Khat","ปากคาด","Pak Khat",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38190","38190"
380504,"โนนศิลา","Non Sila","โนนศิลา","Non Sila","3805","อำเภอปากคาด","Amphoe Pak Khat","ปากคาด","Pak Khat",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38190","38190"
380505,"สมสนุก","Som Sanuk","สมสนุก","Som Sanuk","3805","อำเภอปากคาด","Amphoe Pak Khat","ปากคาด","Pak Khat",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38190","38190"
380506,"นาดง","Na Dong","นาดง","Na Dong","3805","อำเภอปากคาด","Amphoe Pak Khat","ปากคาด","Pak Khat",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38190","38190"
380601,"บึงโขงหลง","Bueng Khong Long","บึงโขงหลง","Bueng Khong Long","3806","อำเภอบึงโขงหลง","Amphoe Bueng Khong Long","บึงโขงหลง","Bueng Khong Long",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38220","38220"
380602,"โพธิ์หมากแข้ง","Pho Mak Khaeng","โพธิ์หมากแข้ง","Pho Mak Khaeng","3806","อำเภอบึงโขงหลง","Amphoe Bueng Khong Long","บึงโขงหลง","Bueng Khong Long",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38220","38220"
380603,"ดงบัง","Dong Bang","ดงบัง","Dong Bang","3806","อำเภอบึงโขงหลง","Amphoe Bueng Khong Long","บึงโขงหลง","Bueng Khong Long",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38220","38220"
380604,"ท่าดอกคำ","Tha Dok Kham","ท่าดอกคำ","Tha Dok Kham","3806","อำเภอบึงโขงหลง","Amphoe Bueng Khong Long","บึงโขงหลง","Bueng Khong Long",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38220","38220"
380701,"ศรีวิไล","Si Wilai","ศรีวิไล","Si Wilai","3807","อำเภอศรีวิไล","Amphoe Si Wilai","ศรีวิไล","Si Wilai",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38210","38210"
380702,"ชุมภูพร","Chumphu Phon","ชุมภูพร","Chumphu Phon","3807","อำเภอศรีวิไล","Amphoe Si Wilai","ศรีวิไล","Si Wilai",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38210","38210"
380703,"นาแสง","Na Saeng","นาแสง","Na Saeng","3807","อำเภอศรีวิไล","Amphoe Si Wilai","ศรีวิไล","Si Wilai",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38210","38210"
380704,"นาสะแบง","Na Sabaeng","นาสะแบง","Na Sabaeng","3807","อำเภอศรีวิไล","Amphoe Si Wilai","ศรีวิไล","Si Wilai",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38210","38210"
380705,"นาสิงห์","Na Sing","นาสิงห์","Na Sing","3807","อำเภอศรีวิไล","Amphoe Si Wilai","ศรีวิไล","Si Wilai",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38210","38210"
380801,"บุ่งคล้า","Bung Khla","บุ่งคล้า","Bung Khla","3808","อำเภอบุ่งคล้า","Amphoe Bung Khla","บุ่งคล้า","Bung Khla",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38000","38000"
380802,"หนองเดิ่น","Nong Doen","หนองเดิ่น","Nong Doen","3808","อำเภอบุ่งคล้า","Amphoe Bung Khla","บุ่งคล้า","Bung Khla",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38000","38000"
380803,"โคกกว้าง","Khok Kwang","โคกกว้าง","Khok Kwang","3808","อำเภอบุ่งคล้า","Amphoe Bung Khla","บุ่งคล้า","Bung Khla",38,"บึงกาฬ","Bueng Kan","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"38000","38000"
390101,"หนองบัว","Nong Bua","หนองบัว","Nong Bua","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390102,"หนองภัยศูนย์","Nong Phai Sun","หนองภัยศูนย์","Nong Phai Sun","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390103,"โพธิ์ชัย","Pho Chai","โพธิ์ชัย","Pho Chai","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390104,"หนองสวรรค์","Nong Sawan","หนองสวรรค์","Nong Sawan","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390105,"หัวนา","Hua Na","หัวนา","Hua Na","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390106,"บ้านขาม","Ban Kham","บ้านขาม","Ban Kham","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390107,"นามะเฟือง","Na Mafueang","นามะเฟือง","Na Mafueang","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390108,"บ้านพร้าว","Ban Phrao","บ้านพร้าว","Ban Phrao","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390109,"โนนขมิ้น","Non Khamin","โนนขมิ้น","Non Khamin","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390110,"ลำภู","Lumphu","ลำภู","Lumphu","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390111,"กุดจิก","Kut Chik","กุดจิก","Kut Chik","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390112,"โนนทัน","Non Than","โนนทัน","Non Than","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390113,"นาคำไฮ","Na Kham Hai","นาคำไฮ","Na Kham Hai","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390114,"ป่าไม้งาม","Pa Mai Ngam","ป่าไม้งาม","Pa Mai Ngam","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390115,"หนองหว้า","Nong Wa","หนองหว้า","Nong Wa","3901","อำเภอเมืองหนองบัวลำภู","Amphoe Mueang Nong Bua Lam Phu","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39000","39000"
390201,"นากลาง","Na Klang","นากลาง","Na Klang","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39170","39170"
390202,"ด่านช้าง","Dan Chang","ด่านช้าง","Dan Chang","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39170","39170"
390205,"กุดดินจี่","Kut Din Chi","กุดดินจี่","Kut Din Chi","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39350","39350"
390206,"ฝั่งแดง","Fang Daeng","ฝั่งแดง","Fang Daeng","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39170","39170"
390207,"เก่ากลอย","Kao Kloi","เก่ากลอย","Kao Kloi","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39350","39350"
390209,"โนนเมือง","Non Mueang","โนนเมือง","Non Mueang","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39170","39170"
390210,"อุทัยสวรรค์","Uthai Sawan","อุทัยสวรรค์","Uthai Sawan","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39170","39170"
390211,"ดงสวรรค์","Dong Sawan","ดงสวรรค์","Dong Sawan","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39350","39350"
390213,"กุดแห่","Kut Hae","กุดแห่","Kut Hae","3902","อำเภอนากลาง","Amphoe Na Klang","นากลาง","Na Klang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39170","39170"
390301,"โนนสัง","Non Sang","โนนสัง","Non Sang","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390302,"บ้านถิ่น","Ban Thin","บ้านถิ่น","Ban Thin","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390303,"หนองเรือ","Nong Ruea","หนองเรือ","Nong Ruea","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390304,"กุดดู่","Kut Du","กุดดู่","Kut Du","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390305,"บ้านค้อ","Ban Kho","บ้านค้อ","Ban Kho","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390306,"โนนเมือง","Non Mueang","โนนเมือง","Non Mueang","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390307,"โคกใหญ่","Khok Yai","โคกใหญ่","Khok Yai","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390308,"โคกม่วง","Khok Muang","โคกม่วง","Khok Muang","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390309,"นิคมพัฒนา","Nikhom Phatthana","นิคมพัฒนา","Nikhom Phatthana","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390310,"ปางกู่","Pang Ku","ปางกู่","Pang Ku","3903","อำเภอโนนสัง","Amphoe Non Sang","โนนสัง","Non Sang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39140","39140"
390401,"เมืองใหม่","Mueang Mai","เมืองใหม่","Mueang Mai","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390402,"ศรีบุญเรือง","Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390403,"หนองบัวใต้","Nong Bua Tai","หนองบัวใต้","Nong Bua Tai","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390404,"กุดสะเทียน","Kut Sathian","กุดสะเทียน","Kut Sathian","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390405,"นากอก","Na Kok","นากอก","Na Kok","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390406,"โนนสะอาด","Non Sa-at","โนนสะอาด","Non Sa-at","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390407,"ยางหล่อ","Yang Lo","ยางหล่อ","Yang Lo","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390408,"โนนม่วง","Non Muang","โนนม่วง","Non Muang","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390409,"หนองกุงแก้ว","Nong Kung Kaeo","หนองกุงแก้ว","Nong Kung Kaeo","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390410,"หนองแก","Nong Kae","หนองแก","Nong Kae","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390411,"ทรายทอง","Sai Thong","ทรายทอง","Sai Thong","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390412,"หันนางาม","Han Na Ngam","หันนางาม","Han Na Ngam","3904","อำเภอศรีบุญเรือง","Amphoe Si Bun Rueang","ศรีบุญเรือง","Si Bun Rueang",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39180","39180"
390501,"นาสี","Na Si","นาสี","Na Si","3905","อำเภอสุวรรณคูหา","Amphoe Suwannakhuha","สุวรรณคูหา","Suwannakhuha",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39270","39270"
390502,"บ้านโคก","Ban Khok","บ้านโคก","Ban Khok","3905","อำเภอสุวรรณคูหา","Amphoe Suwannakhuha","สุวรรณคูหา","Suwannakhuha",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39270","39270"
390503,"นาดี","Na Di","นาดี","Na Di","3905","อำเภอสุวรรณคูหา","Amphoe Suwannakhuha","สุวรรณคูหา","Suwannakhuha",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39270","39270"
390504,"นาด่าน","Na Dan","นาด่าน","Na Dan","3905","อำเภอสุวรรณคูหา","Amphoe Suwannakhuha","สุวรรณคูหา","Suwannakhuha",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39270","39270"
390505,"ดงมะไฟ","Dong Mafai","ดงมะไฟ","Dong Mafai","3905","อำเภอสุวรรณคูหา","Amphoe Suwannakhuha","สุวรรณคูหา","Suwannakhuha",39,"หนองบัวลำภู","Nong Bua Lam Phu","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ภาคตะวันออกเฉียงเหนือ","ต่างจังหวัด",,"39270","39270"
